,NewsContent,author,publishedDate,title,APPL_company,IBM_company,GOOGL_company,AMZN_company,MSFT_company,APPL_senti,IBM_senti,GOOGL_senti,AMZN_senti,MSFT_senti
44," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Leading the Apple Â (NASDAQ: AAPL ) rumor mill today is details from a recent patent. Today, we'll look at that and other Apple Rumors for Friday. Mac Face ID : A new patent from Apple mentions a system similar to Face ID working on a Mac , reports 9to5Mac . The patent describes how a camera on a Mac could be used to identify a person and automatically wake the computer up for them if it is in sleep mode. The use of this camera specifically mentions if the device is in Power Nap mode. This same patent seems to suggest that Magic Keyboards may be getting the Touch Bar. App Subscriptions : Apple is changing how users sign up for subscriptions to apps , MacRumors notes. The company is now requiring users to go through an extra step of confirmation when purchasing an app that has a renewing subscription. This includes a popup that explains how subscription apps work. It also highlights how users can cancel subscriptions to help avoid unwanted renewals. iPhone Assembly : Foxconn is preparing to start assembling another AAPL smartphone in India , reports AppleInsider . This will have the company making the iPhone X in the country. Foxconn will reportedly start making the iPhone X in India in July. This assembly is going to take place at its plant in Chennai. The post Friday Apple Rumors: AAPL Patent Mentions Face ID on Mac appeared first on InvestorPlace . ",InvestorPlace Media,"April 12, 2019, 02:31:01 PM EDT",Friday Apple Rumors: AAPL Patent Mentions Face ID on Mac,1,0,0,0,0,1,1,-1,1,-1
45,"Top Tech Stocks MSFT +0.28% AAPL -0.62% IBM +0.42% CSCO +1.04% GOOG +0.79% Technology stocks were climbing in recent trading, with the shares of tech companies in the S&P 500 rising nearly 0.5% while the Philadelphia Semiconductor Index has jumped almost 1.3%. Among technology stocks moving on news: (-) Infosys ( INFY  ) dropped 3% on Friday after the technology consulting and outsourcing firm forecast FY20 revenue trailing analyst estimates. The company is projecting a 7.5% to 9.5% increase in revenue during the 12 months ending next March, representing a range of INR888,756 to INR905,291 based on its INR826,750 in revenue during the just-completed FY19. Analysts, on average, are expecting a slightly more than 10% increase this year to INR910,333. In other sector news: (+) Smartsheet ( SMAR  ) was 4% higher after Needham began analyst coverage of the cloud-based work collaboration platform company with a buy investment recommendation and a $45 price target. (+) CalAmp ( CAMP  ) was fractionally higher on Friday after the telematics systems and software firm said the US Court of Appeals for the Federal Circuit has remanded Omega Patents' suit alleging CalAmp infringed on some of its patents back to a lower court for a new trial.",MT Newswires,"April 12, 2019, 02:10:18 PM EDT","Technology Sector Update for 04/12/2019: INFY,SMAR,CAMP",1,1,1,0,1,1,-1,0,1,-1
46," âA nation that destroys its soils destroys itself. Forests are the lungs of our land, purifying the air and giving fresh strength to our people.â ~ Franklin D. Roosevelt Forests are often dubbed as the âlungs of our planetâ and this defines how important they are for us. Yet over the years, the earthâs forest cover has declined at an alarming rate. Around 18.7 million acres of forest are lost annually which is equivalent to 27Â soccer fields every minute. There are a number of reasons for it. While efforts have been made by conservationists, institutions and governments to combat deforestation, they have fallen short and problems still persist. In an era when advanced technologies (such as big data, cloud computing and artificial intelligence) are becoming a part of varied industries, there is increasing evidence of how these technologies can contribute towards solving globally pressing issues such as deforestation. Hereâs how. Today, approximately 31 percent of the earthâs land surface is covered by forests which is equivalent to about 4 billion hectares of land. This is much lower than the pre-industrial area of 5.9 billion hectares. The main behind the decline in the green cover over the years are logging (legal and illegal), agricultural expansion, mining, urbanization and infrastructure expansion (such as roads). Illegal logging is one of the prime factors causing deforestation. The economic value of illegal logging around the world (including processing) is estimated between $30 and $100 billion according to the UN Environment Programme. According to WWF, illegal logging happens at a rate of approximately 80 percent in Peru while that in Myanmar is 85 percent and nearly 65 percent in the Democratic Republic of Congo. In addition to logging, mining activities have been causing huge damage: approximately 10 percent of the deforestation in Brazilâs Amazon between 2005 and 2015 was due to mining activities. Given the interlinkages and the delicate balance which forests maintain, the fallouts of deforestation are severe. Our forests are called the water fountains as three-quarters of the globeâs accessible freshwater comes from forested watersheds. Food and Agricultural Organization of the United Nations (FAO) reports that 40 percent of the worldâs 230 major watersheds have lost more than half of their original tree cover. The Paris Climate Agreement acknowledges the crucial role of forests and trees in maintaining the earthâs temperature. The green lungs absorb (equivalent to) 2 billion tonnes of carbon dioxide each year. As the second-leading cause of climate change, deforestation accounts for nearly 20 percent of all greenhouse gas emissions â more than the worldâs entire transport sector as per a report by the FAO. This is grave. âAlthough the pace of global deforestation has slowed since the 1990s, it remains high with about 13 million hectares (gross) lost each year. This is partially offset by reforestation, making the total annual net forest cover loss 5.6 million hectaresâ reads a World bank report. Advanced technologies such as AI and big data are being leveraged in the fight against deforestation. SilviaTerra is using AI to monitor forests. SilviaTerra has a software-based approach to solve forest inventory problems by assessing forests using satellite imagery and machine learning. The algorithm, powered by AI, is enabling precision forestry at a fraction of time, fieldwork and cost of conventional methods. SilviaTerra aims to build an up-to-date map of U.S. forests with detailed information about each tree. To do so, they are using Microsoft Azure (MSFT), high-resolution satellite imagery, and U.S. Forest Service inventory and analysis field data to train machine-learning models to measure forests. By analyzing forest sounds, Rainforest Connection (RFCx), a non-government organization âaims to use cell phones to stop deforestation.â The Rainforest Connection (RFCx) has built acoustic monitoring systems to protect a rainforest area by responding to real-time alerts while enhancing protections in these areas. RFCx usesÂ TensorFlow, Googleâs (GOOG, GOOGL) machine learning framework, âto analyze all the auditory data in real-time and listen for chainsaws, logging trucks and other sounds of illegal activity to pinpoint problems in the forest.â 20tree.ai is combining AI and satellite imagery powered by NVIDIAâs (NVDA) computing power to gain information intoÂ forest compositionÂ like tree species, tree height and diameter (DBH), tree growth and productivity. The forest management system by 20tree.ai allows for the monitoring of entire forests in a fraction of the time while providing near real-time intelligence into forest and wood inventory. The system is used by locals, NGOâs, corporates and governments to get actionable insights about deforestation, drought, insect plagues, soil health, storm damage, and other forest disturbances. Overall, advanced technologies such as AI and analytics have made the processing of data (collected through sensors, cameras, satellite images, drones, among other sources) faster, cost-effective, and accurate. Such information is a key to data-driven management for forests and its ecosystem.Â Overall, AI-based solutions are working on the idea of âbetter data, better decisions.""",Prableen Bajpai,"April 12, 2019, 02:06:27 PM EDT",How Big Data Can Help Fight Deforestation,0,0,0,0,0,1,0,-1,1,-1
47," By Michael Amar, Co-organizer of Paris Blockchain Week Summit and Co-founder of Chain Accelerator This year, principal blockchain projects â equipped with heightened mainstream interest â will deploy their infrastructures across the globe and choose a prime location for their European headquarters. But where will they choose: Ireland, Germany, Switzerland? Faced with a continent full of countries that have each embraced blockchain technology, it might seem harder than you think to choose an ideal home for your project. However, amid an increasingly crowded field, one country just got an incredible, â¬500 million headstart: France. In February, Jean-Michel Mis and Laure de La RaudiÃ¨re, members of the French parliament, released a report recommending investments of upwards of â¬500 million in blockchain, outlining 20 different proposals that will help pioneer mass adoption of the technology in the country. With this report, the French government has sent an unequivocal message to the world that France is committed to becoming the next leading blockchain nation. And since then, blockchain projects have responded positively by setting up shop in the worldâs most premiere tourist destination turned technology epicenter. Below, Iâd like to outline a few of the many ways that France is leading the charge for blockchain adoption in Europe, and how its forward-thinking attitude will become a leading example for emerging technologies around the world. Increasing accessibility Blockchain is often compared to the dawn of the internet. In the early 1990s, for example, it would be hard, if not impossible, for even the most ardent supporter of the Macbook to envision what the future of Apple would look like. Whether itâs 1990 or 2090, emerging technologies can be incredibly hard to understand without a foundational background in how they work and why we should use them. Itâs a fact that the French government takes very seriously, which is why it has made a concerted effort to educate the general public on decentralized processes. Franceâs Financia Business School, for instance, recently announced that they will offer post-graduate courses in blockchain and other emerging technologies, serving as a prominent example to other universities about the importance of blockchain education Not only is this significant on its own, but Financia has also decided to allow bitcoin payments for yearly tuition fees. For any technology, mass adoption requires new researchers, developers, institutional consultants, and social enthusiasts â professions that begin at a graduate and postgraduate level. By using higher education to advocate for blockchain technology, France is not only openly advocating for blockchain integration on a mass scale, but itâs also cultivating a pool of top developers to build platforms within the country. Cooperation, not hindrance Blockchain technology rests on 40 years of academic work in mathematics, cryptography, computer science, and telecommunications. However, while its foundation may date back to concepts in the past, its applications are still relatively unknown to government agencies. At least in the near future, it will be increasingly important for government agencies to work with, instead of against, blockchain projects in an effort to remain ahead of an ever changing curve. The fact of the matter is that it will only be a matter of time before blockchain technology permeates every industry and practice area. And the sooner that regulatory bodies realize this, the more prepared they will be to pioneer the digital landscape of the future. Thankfully, equipped with forward-thinking leadership and progressive regulatory policy, France is well on its way to setting the pace for blockchain adoption worldwide. On February 23, French President Emmanuel Macron advocated for the use of blockchain technology to help revitalize supply chain management in the agricultural industry. Macron called upon foreign nations including the United States, China, and Russia to follow Franceâs lead in introducing new and innovative ways to track produce from farm to table. In a statement, Macron said âLetâs do this in Europe, the avant-garde of agricultural technology, by developing tools that will track every product from raw material production to packaging and processing."" Since taking office, Macron has remained vocal about his commitment to emerging technologies, announcing in 2017 that he wanted to make France a startup nation. By setting the stage for innovation, Macron and other French leaders have set an important example for future growth in the country. In sum The world is changing rapidly, even more than we may realize. The innovations of today vary drastically from the innovations of 5, 10, or even 15 years ago. Who knows what the future may hold for blockchain. One of the great beauties of this emerging technology is that its ability to transform our commercial ecosystem bears near limitless potential. However, one thing is for certain, we wonât get anywhere unless we have the support of government agencies looking to see blockchain adoption develop. With France leading the way, I truly believe we will experience the social momentum necessary to bring blockchain to new heights. So the next time someone asks what the great tech epicenters are, youâd be wise to include France in your answer.",Guest Contributors,"April 12, 2019, 09:51:16 AM EDT",How France is Becoming a Blockchain Epicenter in Europe,0,0,0,0,0,1,0,-1,1,1
48,"Top Technology Stocks: MSFT: +0.57% AAPL: +0.54% IBM: +0.34% CSCO: +0.63% GOOG: +0.46% Tech giants were trading higher pre-bell Friday. Stocks moving on news include: (-) Infosys ( INFY  ), which was down more than 3% as i t report  ed fiscal Q4 2019 adjusted earnings of $0.13 per share, flat with $0.13 in the same period a year ago and in line with the estimate of $0.13 from analysts polled by Capital IQ. In other sector news: (=) CalAmp ( CAMP  ), which is being sued by Omega Patents for alleged patent infringement, said the US Court of Appeals for the Federal Circuit has remanded the case for a new trial. CalAmp was unchanged after the news. (+) Sabre ( SABR  ) was marginally higher after it signed a new content distribution agreement with Firefly, a subsidiary of Malaysia Airlines.",MT Newswires,"April 12, 2019, 08:59:07 AM EDT","Technology Sector Update for 04/12/2019: INFY, CAMP, SABR, MSFT, AAPL, IBM, CSCO, GOOG",1,1,1,0,1,1,1,-1,1,-1
49,"Top Tech Stocks MSFT -0.13% AAPL -0.80% IBM +0.30% CSCO -0.42% GOOG +0.06% Technology stocks reversed course in recent trade, with the shares of tech stocks in the S&P 500 dropping nearly 0.3% while the Philadelphia Semiconductor Index also was falling almost 0.3%. Among technology stocks moving on news: (-) Gogo ( GOGO  ) fell over 3% this afternoon. The company Thursday sought to refute speculation by certain analysts it used Intelsat's ( I  ) 29e satellite to provide airline customers with broadband connectivity during flights. Intelsat Wednesday said it lost communication with the three-year-old satellite on Tuesday while working to repair damage from an April 7 incident. But Gogo was not affected by the resulting outage, it said, after shifting capacity from the 29e satellite in 2017. In other sector news: (+) Pluralsight ( PS  ) climbed 5% on Thursday after the machine-learning company said it was collaborating with Microsoft ( MSFT  ) to provide new benefits to Visual Studio 2019 subscribers, who also will receive free access to Pluralsight's technology skills platform. The company also released Visual Studio 2019 Skill IQ so developers can measure their proficiency and access coursework helping them learn new skills. (+) GoDaddy ( GDDY  ) rose 4% after the website-hosting company said it acquired privately held Sellbrite, which operates a multi-channel e-commerce management platform supporting its new Marketplaces feature for the GoCentral online store. Marketplaces allows US customers to list and sell their store inventories online through Amazon.com (AMZN), eBay (EBAY), Etsy (ETSY) and Walmart.com (WMT) all from a single location. (-) Key Tronic (KTCC) dropped more than 8% after the electronics manufacturer lowered its fiscal Q3 forecast to account for a goodwill writedown and severance costs, now expecting a net loss in a range of $1.10 to $1.20 per share compared with its prior outlook expecting a $0.13 per share to $0.18 per share profit. It also is projecting about $108 million in revenue for the three months ended March 31, down from its previous guidance expecting between $120 million to $125 million. Analyst estimates were not available.",MT Newswires,"April 11, 2019, 03:44:40 PM EDT","Technology Sector Update for 04/11/2019: GOGO,I,PS,MSFT,GDDY,KTCC,AMZN,EBAY,ETSY,WMT",1,1,1,0,1,1,0,-1,1,-1
50," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Leading the Apple Â (NASDAQ: AAPL ) rumor mill today is news of an investigation for the tech company. Today, we'll look at that and other Apple Rumors for Thursday. Dutch Investigation : Apple is facing an investigation from a Dutch antitrust watchdog , reports MacRumors . The watchdog group is looking to see if AAPL is giving its own apps in the App Store preferential treatment over those made by other developers. The tech company has already responded to the investigation announcement. It says that it is ""confident"" the investigation will find that it gives all developers the same treatment. iTunes Future : A recent report claims that iTunes will still be around after standalone apps launch for Mac , reports 9to5Mac . This report notes that even after the release of the rumored Books, Podcasts and Music apps, iTunes will still remain as its own app. However, the report claims that the tech company is likely to stop future development of the app in favor of focusing on the standalone ones. Lawsuit : Apple is facing a new lawsuit that claims it is infringing on a large amount of patents , reports AppleInsider . This lawsuit comes from Seven Networks and was filed in the Eastern District Court of Texas. The lawsuit claims that AAPL is infringing on 16 of its patents. This isn't the first time the tech company has had to deal with patent lawsuits in this area. It's likely one of the reasons that is is closing its physical stores in the district to avoid similar lawsuits. The post Thursday Apple Rumors: Apple Facing Investigation from Dutch Antitrust Group appeared first on InvestorPlace . ",InvestorPlace Media,"April 11, 2019, 02:15:13 PM EDT",Thursday Apple Rumors: Apple Facing Investigation from Dutch Antitrust Group,1,0,0,0,0,1,1,-1,1,-1
51,"Top Tech Stocks MSFT +0.13% AAPL -0.07% IBM +0.38% CSCO -0.27% GOOG +0.40% Technology stocks were little changed in recent trading, with the shares of tech stocks in the S&P 500 climbing less than 0.1% while the Philadelphia Semiconductor Index was rising about 0.3%. Among technology stocks moving on news: (+) Pluralsight ( PS  ) climbed 5% after the machine-learning company said it was collaborating with Microsoft ( MSFT  ) to provide new benefits to Visual Studio 2019 subscribers, who also will receive free access to Pluralsight's technology skills platform. The company also released Visual Studio 2019 Skill IQ so developers can measure their proficiency and access coursework helping them learn new skills. In other sector news: (+) GoDaddy ( GDDY  ) rose 4% after the website-hosting company said it acquired privately held Sellbrite, which operates a multi-channel e-commerce management platform supporting its new Marketplaces feature for the GoCentral online store. Marketplaces allows US customers to list and sell their store inventories online through Amazon.com ( AMZN  ), eBay ( EBAY  ), Etsy (ETSY) and Walmart.com (WMT) all from a single location. (-) Key Tronic (KTCC) dropped more than 8% after the electronics manufacturer lowered its fiscal Q3 forecast to account for a goodwill writedown and severance costs, now expecting a net loss in a range of $1.10 to $1.20 per share compared with its prior outlook expecting a $0.13 per share to $0.18 per share profit. It also is projecting about $108 million in revenue for the three months ended March 31, down from its previous guidance expecting between $120 million to $125 million. Analyst estimates were not available.",MT Newswires,"April 11, 2019, 01:24:52 PM EDT","Technology Sector Update for 04/11/2019: PS,MSFT,GDDY,KTCC,AMZN,EBAY,ETSY,WMT",1,1,1,0,1,1,1,1,1,0
52,"Apple    has been testing a new web interface for its podcast directory,   according to   a report by 9to5Mac    . The new interface not only lists individual episodes of a show,   but actually lets users listen to shows right within the browser   as well. Previously,   Apple    had been listing      podcasts    and episodes on its website, but still required users to open   iTunes to listen. The new interface is apparently being tested   right now, with some users reporting that they are still being   redirected to Apple's previous implementation. There is no word   when the new version will be available to everyone. News of the web refresh for Apple's podcast directory comes as   the company is apparently looking to launch a dedicated podcast   app for its Mac computers, alongside of standalone apps for   music, TV shows and movies as well as a revamped books app. These   standalone apps could ultimately replace the aging iTunes app,   according to 9to5Mac. makeArticleAd(); Apple has long played a major role in the distribution of   podcasts    , but has been getting a lot more competition in this space as of   late. Spotify has stepped up its own podcast ambitions   with the acquisition of Gimlet Media    , hoping to lure users away from Apple podcasts with the help of   exclusive content. Pandora has been building out a recommendation engine it calls   the Podcast Genome Project. Finally, Apple has also gotten   competition from the likes of Google and Amazon, which are making   podcasts available through their smart speakers and other   assistant-powered devices. In that context, it only makes sense   for Apple to lower any barriers of entry, and also stream   podcasts directly from the web.  Related stories  Former Warner Bros, Apple Executives Team for       New European Production House   Apple Has Hired Jaunt VR's Founder Arthur van       Hoff Apple    has been testing a new web interface for its podcast directory,   according to   a report by 9to5Mac    . The new interface not only lists individual episodes of a show,   but actually lets users listen to shows right within the browser   as well. Previously,   Apple    had been listing      podcasts    and episodes on its website, but still required users to open   iTunes to listen. The new interface is apparently being tested   right now, with some users reporting that they are still being   redirected to Apple's previous implementation. There is no word   when the new version will be available to everyone. News of the web refresh for Apple's podcast directory comes as   the company is apparently looking to launch a dedicated podcast   app for its Mac computers, alongside of standalone apps for   music, TV shows and movies as well as a revamped books app. These   standalone apps could ultimately replace the aging iTunes app,   according to 9to5Mac. Apple has long played a major role in the distribution of   podcasts    , but has been getting a lot more competition in this space as of   late. Spotify has stepped up its own podcast ambitions   with the acquisition of Gimlet Media    , hoping to lure users away from Apple podcasts with the help of   exclusive content. Pandora has been building out a recommendation engine it calls   the Podcast Genome Project. Finally, Apple has also gotten   competition from the likes of Google and Amazon, which are making   podcasts available through their smart speakers and other   assistant-powered devices. In that context, it only makes sense   for Apple to lower any barriers of entry, and also stream   podcasts directly from the web. Related stories  Former Warner Bros, Apple Executives Team for       New European Production House   Apple Has Hired Jaunt VR's Founder Arthur van       Hoff Related stories Former Warner Bros, Apple Executives Team for       New European Production House Apple Has Hired Jaunt VR's Founder Arthur van       Hoff",Variety,"April 11, 2019, 12:47:20 PM EDT",Apple Is Bringing Podcasts to the Web,1,0,0,0,0,1,1,-1,1,-1
53,"Top Technology Stocks: MSFT: +0.18% AAPL: +0.11% IBM: +0.57% CSCO: +0.02% GOOG: 0.03% Technology giants were climbing pre-market Thursday. Stocks moving on news include: (-) SemiLEDS ( LEDS  ), which was down 0.5% after i t report  ed a narrower loss as revenue grew in its most recent fiscal quarter. Net loss shrank to $0.24 for the three months ended Feb. 28, from a net loss of $0.27 per share for the year-earlier period. (+) Phunware Inc. ( PHUN  ) was up more than 3% after it was awarded a US Patent for ""Mobile Device Localization Based on Relative Received Signal Strength Indicators."" (-) Inpixon ( INPX  ) was more than 4% lower as it unveiled a non-binding term sheet to acquire Vancouver-based Locality Systems Inc., a company specializing in wireless device positioning and radio frequency augmentation of video surveillance systems.",MT Newswires,"April 11, 2019, 09:03:26 AM EDT","Technology Sector Update for 04/11/2019: LEDS, PHUN, INPX, MSFT, AAPL, IBM, CSCO, GOOG",1,1,1,0,1,1,1,1,1,0
54,"Top Tech Stocks MSFT +0.73% AAPL +0.51% IBM +0.68% CSCO +1.17% GOOG +0.49% Technology stocks extended their prior gains this afternoon, with the shares of tech stocks in the S&P 500 adding nearly 0.7% in value while the Philadelphia Semiconductor Index was rising almost 0.9%. Among technology stocks moving on news: (+) Safe-T Group Ltd ( SFET  ) climbed nearly 9% late Wednesday after disclosing plans to acquire NetNut Ltd for $9.7 million in cash and stock, with the parent company of the Israeli provider of business proxy network services receiving about $3.9 million in cash and the remaining 60% of the purchase price in Safe-T shares. The company also agreed to a $6 million convertible loan with a pair of institutional investors, who also received warrants to buy up to 2.9 million American depository shares exercisable at $2.3575 per share. In other sector news: (+) IZEA ( IZEA  ) was 7% higher after the online connection for marketers and content creators reported $7.8 million in Q1 bookings, marking an 18% increase over its $6.6 million in bookings during first three months of 2018. (+) First Solar ( FSLR  ) rose 8% after Goldman Sachs added the photovoltaic panels manufacturer to its conviction buy list, up from its prior buy rating, and also raised its price target for the company's stock by $11 to $75 a share. (-) Calix ( CALX  ) declined 10% after the cloud and software platform company Wednesday lowered its forecast for adjusted fiscal Q1 net loss below Wall Street expectations. The company is projecting a non-GAAP net loss in a range of $0.12 to $0.08 per share for the three months ended March 31, down from its prior outlook expecting a net loss between $0.07 to $0.02 per share. The Capital IQ consensus is looking for a $0.04 per share net loss.",MT Newswires,"April 10, 2019, 03:53:18 PM EDT","Technology Sector Update for 04/10/2019: SFET,FSLR,IZEA,CALX",1,1,1,0,1,1,-1,-1,1,0
55,"By Landon Manning Despite a slump in crypto asset prices during the so-called âcrypto winter,â venture capitalists are continuing to pour massive amounts of funding into a variety of blockchain projects. BeInCrypto reported its recent findings on blockchain investment, claiming that venture capitalists have exceeded expectations of investment into distributed ledger technology. Indeed, the site claimed that the first quarter of 2019 has already seen $335 million pouring into various blockchain startups from venture capitalist firms alone. However, the data from 2019 so far has shown that it is unlikely to match 2018 in the total amount of funds raised for blockchain-based enterprises. Last year was a booming one for investment into the blockchain industry, with more than $3 billion raised from venture capital firms. Many of the largest investments went to crypto mining equipment, with Bitmain gathering over $1 billion itself, and smaller players, like Bitfury, still raking in over $80 million. Still, at this rate, 2019 seems well on track to blow 2017 out of the water, showing that the dip in interest caused by the long-term bear market did not eliminate wider interest in the various applications of distributed ledger technology. As BeInCrypto reported, interest in speculation on crypto asset prices has dwindled, and investors now seem more interested in more diverse and longer-term investments. MIT Technology Review also conducted research into this phenomenon, finding that one company has already secured more than $60 million in 2019 venture capital investments. Niraj Pant, a partner at the venture capital firm Polychain Capital, described some of the differences between this slump and previous ones in the greater fintech industry. Pant claimed that in 2015, it âfelt like everything was really dead, and we werenât sure if the market would pick back up. Now it still feels like thereâs still a lot of stuff going on.â Institutional investors, such as hedge funds, are showing increased interest in blockchain startups, which signals a growth in trustworthiness and a sense of broader adoption trends. In addition to supporting a variety of new projects intended to capitalize on the same principles of distributed ledger technology, venture capitalists are also looking toward the possibilities of decentralized finance in the future. âI think we will see blockchains scale in the next few years to allow mainstream consumer applcations [sic] to be built,â Fred Wilson of Union Square Ventures wrote on his blog. âBut until then, DeFi [decentralized finance] is a good place to hang out.â",Bitcoin Magazine,"April 10, 2019, 02:59:25 PM EDT",Venture Capitalists Continue Substantial Blockchain Investments,0,0,0,0,0,1,1,1,1,0
56," InvestorPlace - Stock Market News, Stock Advice & Trading Tips Leading the Apple Â (NASDAQ: AAPL ) rumor mill today is news of new apps that may be coming in the next macOS update. Today, we'll look at that and other Apple Rumors for Wednesday. New Apps : A recent rumor claims that the next macOS update will introduce new apps to the operating system , reports 9to5Mac . According to this rumor, the update will introduce apps for Music, Podcasts, Books and TV. These apps will be separate from other apps already on the system and will be able to operate on their own. The rumor doesn't claim to know what version of macOS will get the apps, but says it may be macOS 10.15. tvOS 12.2.1 : Owners of the Apple TV can now download the tvOS 12.2.1 update , AppleInsider notes. This update brings with it some improvements to the set-top box. Among these are bug fixes and better speeds. This makes it a minor update for users as there are no new features to speak of. However, less bugs and better performance is always a plus. Prince Harry : Prince Harry is working with Oprah on a documentary series for AppleTV+ , reports MacRumors . The series has actually been in the works for several months, but is only now being revealed. According to Prince Harry, the series will focus on mental health. It will be showing up on the service sometime next year. The post Wednesday Apple Rumors: Next macOS Update May Include New Apps appeared first on InvestorPlace . ",InvestorPlace Media,"April 10, 2019, 01:58:27 PM EDT",Wednesday Apple Rumors: Next macOS Update May Include New Apps,1,0,0,0,0,1,0,-1,-1,0
57,"Top Tech Stocks MSFT +0.60% AAPL +0.08% IBM +0.30% CSCO +0.67% GOOG +0.22% Technology stocks were firming this afternoon, with the shares of tech stocks in the S&P 500 adding nearly 0.4% in value while the Philadelphia Semiconductor Index was rising almost 0.5%. Among technology stocks moving on news: (+) First Solar ( FSLR  ) rose 7% after Goldman Sachs added the photovoltaic panels manufacturer to its conviction buy list, up from its prior buy rating, and also raised its price target for the company's stock by $11 to $75 a share. In other sector news: (+) IZEA ( IZEA  ) raced 16% higher after the online connection for marketers and content creators reported $7.8 million in Q1 bookings, marking an 18% increase over its $6.6 million in bookings during first three months of 2018. (-) Calix ( CALX  ) declined 8.5% after the cloud and software platform company Wednesday lowered its forecast for fiscal Q1 adjusted net loss and revenue below Wall Street expectations. The company is projecting an adjusted net loss in a range of $0.12 to $0.08 per share for the three months ended March 31, down from its prior outlook expecting a net loss between $0.07 to $0.02 per share. The Capital IQ consensus is looking for a $0.04 per share net loss. It projects revenue of $87.5 million to $89.5 million for Q1, below the $102.95 CapIQ consensus estimate.",MT Newswires,"April 10, 2019, 01:36:45 PM EDT","Technology Sector Update for 04/10/2019: FSLR,IZEA,CALX",1,1,1,0,1,1,-1,-1,1,-1
58," InvestorPlace - Stock Market News, Stock Advice & Trading Tips T-Mobile (NASDAQ: TMUS ) announced the release date of its new home TV service, which is called TVision Home. Here are nine things you need to know about it: TMUS stock is up about 0.9% on Wednesday following the news. The post T-Mobile TVision Launches: 9 Things to Know appeared first on InvestorPlace . ",InvestorPlace Media,"April 10, 2019, 01:33:32 PM EDT",T-Mobile TVision Launches: 9 Things to Know,0,0,0,0,0,1,1,-1,1,-1
